Định nghĩa,Điều – khoản tương ứng,Nội dung chi tiết,Keyphrase
 Chế độ hưu trí và chế độ tử tuất đối với người vừa có thời gian đóng bảo hiểm xã hội bắt buộc vừa có thời gian đóng bảo hiểm xã hội tự nguyện,Điều 71 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 71. Chế độ hưu trí và chế độ tử tuất đối với người vừa có thời gian đóng bảo hiểm xã hội bắt buộc vừa có thời gian đóng bảo hiểm xã hội tự nguyện
1. Chế độ hưu trí và tử tuất đối với người lao động vừa có thời gian đóng bảo hiểm xã hội bắt buộc vừa có thời gian đóng bảo hiểm xã hội tự nguyện được thực hiện như sau:
a) Có từ đủ 20 năm đóng bảo hiểm xã hội bắt buộc trở lên thì điều kiện, mức hưởng lương hưu thực hiện theo chính sách bảo hiểm xã hội bắt buộc; mức lương hưu hằng tháng thấp nhất bằng mức lương cơ sở, trừ đối tượng quy định tại điểm i khoản 1 Điều 2 của Luật này;
b) Có từ đủ 15 năm đóng bảo hiểm xã hội bắt buộc trở lên thì trợ cấp tuất hằng tháng được thực hiện theo chính sách bảo hiểm xã hội bắt buộc;
c) Có từ đủ 12 tháng đóng bảo hiểm xã hội bắt buộc trở lên thì trợ cấp mai táng được thực hiện theo chính sách bảo hiểm xã hội bắt buộc.
2. Chính phủ quy định chi tiết Điều này.
Chương IV
BẢO HIỂM XÃ HỘI TỰ NGUYỆN
Mục 1. CHẾ ĐỘ HƯU TRÍ","bao hiem xa hoi, che do huu tri, che do tu tuat, nguoi vua co thoi gian, dong bao hiem xa hoi bat buoc, vua co thoi gian dong bao hiem xa hoi, tu nguyen"
 Đối tượng áp dụng chế độ hưu trí,Điều 72 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 72. Đối tượng áp dụng chế độ hưu trí
Đối tượng áp dụng chế độ hưu trí tham gia bảo hiểm xã hội tự nguyện là người lao động quy định tại khoản 4 Điều 2 của Luật này. 
","bao hiem xa hoi, doi tuong ap dung, che do huu tri"
 Điều kiện hưởng lương hưu,Điều 73 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 73. Điều kiện hưởng lương hưu
1. Người lao động hưởng lương hưu khi có đủ các điều kiện sau đây:
a) Nam đủ 60 tuổi, nữ đủ 55 tuổi;
b) Đủ 20 năm đóng bảo hiểm xã hội trở lên.
2. Người lao động đã đủ điều kiện về tuổi theo quy định tại điểm a khoản 1 Điều này nhưng thời gian đóng bảo hiểm xã hội chưa đủ 20 năm thì được đóng cho đến khi đủ 20 năm để hưởng lương hưu.","bao hiem xa hoi, dieu kien huong, luong huu"
 Mức lương hưu hằng tháng,Điều 74 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 74. Mức lương hưu hằng tháng
1. Từ ngày Luật này có hiệu lực thi hành cho đến trước ngày 01 tháng 01 năm 2018 mức lương hưu hằng tháng của người lao động đủ điều kiện quy định tại Điều 73 của Luật này được tính bằng 45% mức bình quân thu nhập tháng đóng bảo hiểm xã hội quy định tại Điều 79 của Luật này tương ứng với 15 năm đóng bảo hiểm xã hội; sau đó cứ thêm mỗi năm thì tính thêm 2% đối với nam và 3% đối với nữ; mức tối đa bằng 75%.
2. Từ ngày 01 tháng 01 năm 2018, mức lương hưu hằng tháng của người lao động đủ điều kiện quy định tại Điều 73 của Luật này được tính bằng 45% mức bình quân thu nhập tháng đóng bảo hiểm xã hội quy định tại Điều 79 của Luật này và tương ứng với số năm đóng bảo hiểm xã hội như sau:
a) Lao động nam nghỉ hưu vào năm 2018 là 16 năm, năm 2019 là 17 năm, năm 2020 là 18 năm, năm 2021 là 19 năm, từ năm 2022 trở đi là 20 năm;
b) Lao động nữ nghỉ hưu từ năm 2018 trở đi là 15 năm.
Sau đó cứ thêm mỗi năm, người lao động quy định tại điểm a và điểm b khoản này được tính thêm 2%; mức tối đa bằng 75%.
3. Việc điều chỉnh lương hưu được thực hiện theo quy định tại Điều 57 của Luật này.","bao hiem xa hoi, muc luong huu, hang thang"
 Trợ cấp một lần khi nghỉ hưu,Điều 75 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 75. Trợ cấp một lần khi nghỉ hưu
1. Người lao động có thời gian đóng bảo hiểm xã hội cao hơn số năm tương ứng với tỷ lệ hưởng lương hưu 75%, khi nghỉ hưu, ngoài lương hưu còn được hưởng trợ cấp một lần.
2. Mức trợ cấp một lần được tính theo số năm đóng bảo hiểm xã hội cao hơn số năm tương ứng với tỷ lệ hưởng lương hưu 75%, cứ mỗi năm đóng bảo hiểm xã hội thì được tính bằng 0,5 tháng mức bình quân thu nhập tháng đóng bảo hiểm xã hội.","bao hiem xa hoi, tro cap mot lan, nghi huu"
 Thời điểm hưởng lương hưu,Điều 76 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 76. Thời điểm hưởng lương hưu
1. Thời điểm hưởng lương hưu của các đối tượng quy định tại Điều 72 của Luật này được tính từ tháng liền kề sau tháng người tham gia bảo hiểm xã hội đủ điều kiện hưởng lương hưu theo quy định tại Điều 73 của Luật này.
2. Bộ trưởng Bộ Lao động - Thương binh và Xã hội quy định chi tiết Điều này.","bao hiem xa hoi, thoi diem huong, luong huu"
 Bảo hiểm xã hội một lần,Điều 77 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 77. Bảo hiểm xã hội một lần
1. Người lao động quy định tại khoản 4 Điều 2 của Luật này mà có yêu cầu thì được hưởng bảo hiểm xã hội một lần nếu thuộc một trong các trường hợp sau đây:
a) Đủ điều kiện về tuổi theo quy định tại điểm a khoản 1 Điều 73 của Luật này nhưng chưa đủ 20 năm đóng bảo hiểm xã hội mà không tiếp tục tham gia bảo hiểm xã hội;
b) Ra nước ngoài để định cư;
c) Người đang bị mắc một trong những bệnh nguy hiểm đến tính mạng như ung thư, bại liệt, xơ gan cổ chướng, phong, lao nặng, nhiễm HIV đã chuyển sang giai đoạn AIDS và những bệnh khác theo quy định của Bộ Y tế.
2. Mức hưởng bảo hiểm xã hội một lần được tính theo số năm đã đóng bảo hiểm xã hội, cứ mỗi năm được tính như sau:
a) 1,5 tháng mức bình quân thu nhập tháng đóng bảo hiểm xã hội cho những năm đóng trước năm 2014;
b) 02 tháng mức bình quân thu nhập tháng đóng bảo hiểm xã hội cho những năm đóng từ năm 2014 trở đi;
c) Trường hợp thời gian đóng bảo hiểm xã hội chưa đủ một năm thì mức hưởng bảo hiểm xã hội bằng số tiền đã đóng, mức tối đa bằng 02 tháng mức bình quân thu nhập tháng đóng bảo hiểm xã hội.
3. Mức hưởng bảo hiểm xã hội một lần của đối tượng được Nhà nước hỗ trợ thực hiện theo quy định tại khoản 2 Điều này không bao gồm số tiền Nhà nước hỗ trợ đóng bảo hiểm xã hội tự nguyện, trừ trường hợp quy định tại điểm c khoản 1 Điều này.
4. Thời điểm tính hưởng bảo hiểm xã hội một lần là thời điểm ghi trong quyết định của cơ quan bảo hiểm xã hội.
5. Việc thực hiện chế độ bảo hiểm xã hội đối với người lao động tham gia bảo hiểm xã hội tự nguyện đang hưởng lương hưu ra nước ngoài để định cư được thực hiện theo quy định tại khoản 1 và khoản 2 Điều 65 của Luật này. 
","bao hiem xa hoi, bao hiem xa hoi mot lan"
" Bảo lưu thời gian đóng bảo hiểm xã hội, tạm dừng, hưởng tiếp lương hưu",Điều 78 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 78. Bảo lưu thời gian đóng bảo hiểm xã hội, tạm dừng, hưởng tiếp lương hưu
1. Người lao động dừng đóng bảo hiểm xã hội tự nguyện mà chưa đủ điều kiện để hưởng lương hưu theo quy định tại Điều 73 hoặc chưa nhận bảo hiểm xã hội một lần theo quy định tại Điều 77 của Luật này thì được bảo lưu thời gian đóng bảo hiểm xã hội.
2. Việc tạm dừng, hưởng tiếp lương hưu đối với người tham gia bảo hiểm xã hội tự nguyện được thực hiện theo quy định tại Điều 64 của Luật này.","bao hiem xa hoi, bao luu thoi gian, dong bao hiem xa hoi, tam dung, huong tiep luong huu"
 Mức bình quân thu nhập tháng đóng bảo hiểm xã hội,Điều 79 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 79. Mức bình quân thu nhập tháng đóng bảo hiểm xã hội
1. Mức bình quân thu nhập tháng đóng bảo hiểm xã hội được tính bằng bình quân các mức thu nhập tháng đóng bảo hiểm xã hội của toàn bộ thời gian đóng.
2. Thu nhập tháng đã đóng bảo hiểm xã hội để làm căn cứ tính mức bình quân thu nhập tháng đóng bảo hiểm xã hội của người lao động được điều chỉnh trên cơ sở chỉ số giá tiêu dùng của từng thời kỳ theo quy định của Chính phủ.
Mục 2. CHẾ ĐỘ TỬ TUẤT 
","bao hiem xa hoi, muc binh quan, thu nhap thang, dong bao hiem xa hoi"
 Trợ cấp mai táng,Điều 80 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 80. Trợ cấp mai táng
1. Những người sau đây khi chết thì người lo mai táng được nhận trợ cấp mai táng:
a) Người lao động có thời gian đóng bảo hiểm xã hội từ đủ 60 tháng trở lên;
b) Người đang hưởng lương hưu.
2. Trợ cấp mai táng bằng 10 lần mức lương cơ sở tại tháng mà người quy định tại khoản 1 Điều này chết.
3. Trường hợp người quy định tại khoản 1 Điều này bị Tòa án tuyên bố là đã chết thì thân nhân được hưởng trợ cấp quy định tại khoản 2 Điều này. 
","bao hiem xa hoi, tro cap mai tang"
 Trợ cấp tuất,Điều 81 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 81. Trợ cấp tuất
1. Người lao động đang đóng bảo hiểm xã hội, người lao động đang bảo lưu thời gian đóng bảo hiểm xã hội, người đang hưởng lương hưu khi chết thì thân nhân được hưởng trợ cấp tuất một lần.
2. Mức trợ cấp tuất một lần đối với thân nhân của người lao động đang đóng bảo hiểm xã hội hoặc đang bảo lưu thời gian đóng bảo hiểm xã hội được tính theo số năm đã đóng bảo hiểm xã hội, cứ mỗi năm tính bằng 1,5 tháng mức bình quân thu nhập tháng đóng bảo hiểm xã hội quy định tại Điều 79 của Luật này cho những năm đóng bảo hiểm xã hội trước năm 2014; bằng 02 tháng mức bình quân thu nhập tháng đóng bảo hiểm xã hội cho các năm đóng từ năm 2014 trở đi.
Trường hợp người lao động có thời gian đóng bảo hiểm xã hội chưa đủ một năm thì mức trợ cấp tuất một lần bằng số tiền đã đóng nhưng mức tối đa bằng 02 tháng mức bình quân thu nhập tháng đóng bảo hiểm xã hội; trường hợp người lao động có cả thời gian đóng bảo hiểm xã hội bắt buộc và tự nguyện thì mức hưởng trợ cấp tuất một lần tối thiểu bằng 03 tháng mức bình quân tiền lương và thu nhập tháng đóng bảo hiểm xã hội.
3. Mức trợ cấp tuất một lần đối với thân nhân của người đang hưởng lương hưu chết được tính theo thời gian đã hưởng lương hưu, nếu chết trong 02 tháng đầu hưởng lương hưu thì tính bằng 48 tháng lương hưu đang hưởng; trường hợp chết vào những tháng sau đó, cứ hưởng thêm 01 tháng lương hưu thì mức trợ cấp giảm đi 0,5 tháng lương hưu.
Chương V
QUỸ BẢO HIỂM XÃ HỘI","bao hiem xa hoi, tro cap tuat"
 Các nguồn hình thành quỹ bảo hiểm xã hội,Điều 82 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 82. Các nguồn hình thành quỹ bảo hiểm xã hội
1. Người sử dụng lao động đóng theo quy định tại Điều 86 của Luật này.
2. Người lao động đóng theo quy định tại Điều 85 và Điều 87 của Luật này.
3. Tiền sinh lời của hoạt động đầu tư từ quỹ.
4. Hỗ trợ của Nhà nước.
5. Các nguồn thu hợp pháp khác. 
","bao hiem xa hoi, cac nguon hinh thanh, quy bao hiem xa hoi"
